instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|INE148I07SF0,23289.0,0IHFL26,SEC RE NCD SR III,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE148I07SK0,23299.0,0IHFL27,SEC RE NCD SR VI,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE338I07156,23700.0,0MOFSL26,SEC RE NCD SR II,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE338I07099,23704.0,0MOFSL27,SEC RE NCD SR IV,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE614X07274,13017.0,1004DLSL24,DHANI LOANS & SERV LTD,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE244L07309,14028.0,1030ICC26,SEC RE NCD SR.V,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE244L07531,15240.0,1050ICCL28,SEC RE NCD SR.VI,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE614X07282,13021.0,1052DLSL24,DHANI LOANS & SERV LTD,1050.2,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE144J01027,16921.0,20MICRONS,20 MICRONS LTD,180.35,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE253B01015,7750.0,21STCENMGM,21ST CENTURY MGMT SERVICE,53.59,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE466L01038,13061.0,360ONE,360 ONE WAM LIMITED,790.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE748C01038,6232.0,3IINFOLTD,3I INFOTECH LIMITED,36.8,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE470A01017,474.0,3MINDIA,3M INDIA LIMITED,36233.6,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE105C01023,2595.0,3PLAND,3P LAND HOLDINGS LIMITED,31.4,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE768P01012,5621.0,3RDROCK,3RD ROCK MULTIMEDIA LTD,,,,0.05,5200.0,EQUITY,,NSE
NSE_EQ|INE618L01018,445.0,5PAISA,5PAISA CAPITAL LIMITED,530.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE111B01023,11868.0,63MOONS,63 MOONS TECHNOLOGIES LTD,359.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE053F07579,29323.0,734IRFC28,7.34 NCD 19FEB28 TR1 SR2,1101.01,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE020B07GX4,29111.0,738REC27TF,TAXFREE SEC NCD TR1 S2,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE031A07865,29312.0,751HUDCO28,7.51 NCD 16FEB28 TR1 SR2,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE031A07840,31240.0,82HUDCO27,8.20 NCD05MAR27 FV 1000,1090.6,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE148I07KJ9,5842.0,82IHFL24,SEC RE NCD SR.V,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE148I07LZ3,11324.0,833IHFL24,SEC RE NCD SR.II,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE202E07120,1380.0,855IREDA29,IREDA 8.55NCDTR I SR II A,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE202E07146,1383.0,855IREDA34,IREDA 8.55NCDTR I SR IIIA,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE557F07165,1761.0,865NHB34,NHB 8.65 NCD TR II SR 3 A,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE557F07157,1758.0,868NHB29,NHB 8.68 NCD TR II SR 2 A,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE202E07138,1391.0,880IREDA29,IREDA 8.80NCDTR I SR II B,1155.0,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE202E07153,1393.0,880IREDA34,IREDA 8.80NCDTR I SR IIIB,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE557F07199,1767.0,890NHB34,NHB 8.90 NCD TR II SR 3 B,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE557F07181,1765.0,893NHB29,NHB 8.93 NCD TR II SR 2 B,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE148I07MF3,11339.0,894IHFL25,SEC RE NCD SR.V,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE148I07MT4,11837.0,894IHFL25A,SEC RE NCD SR.V,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE244L07291,14010.0,913ICCL24A,SEC RE NCD SR.II,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE148I07OE2,14688.0,925IHL25,SEC RE NCD SR.III,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE244L07358,14017.0,948ICCL25A,SEC RE NCD SR.II,1095.0,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE148I07MS6,11843.0,955IHFL27A,SEC RE NCD SR.V,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE244L07549,15245.0,957ICCL28,SEC RE NCD SR.VI,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE148I07OD4,14692.0,965IBHFL25,SEC RE NCD SR.III,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE121A07RG4,17934.0,965IHFL25D,SEC RE NCD SR 2,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE148I07NL9,13484.0,98IHFL27,SEC RE NCD SR.VI,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE148I07NY2,14696.0,990IBHFL26,SEC RE NCD SR.VI,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE619I01012,20910.0,A2ZINFRA,A2Z INFRA ENGINEERING LTD,23.02,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0D0U01013,12542.0,AAATECH,AAA TECHNOLOGIES LIMITED,116.66,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE883F01010,23729.0,AADHARHFC,AADHAR HOUSING FINANCE L,390.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0L6807120,22654.0,AAFS27A,AAFS MKT LINK2027SRCAR D,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0L6807146,23628.0,AAFS27B,AAFS MARKET LINK2027 SRJ,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0L6807153,23669.0,AAFS27B,AAFS MARKET LINKED 2027,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0L6808037,22927.0,AAFS34,AAFS MARKET LINK2034 SRB,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0L6808045,23671.0,AAFS34A,AAFS MARKET LINKED 2034,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE087Z01024,235.0,AAKASH,AAKASH EXPLORATION SER L,12.66,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE198H01019,5248.0,AAREYDRUGS,AAREY DRUGS & PHARM LTD,48.13,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE721Z01010,1030.0,AARON,AARON INDUSTRIES LIMITED,268.6,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE01C001018,17164.0,AARTECH,AARTECH SOLONICS LIMITED,214.46,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE767A01016,4481.0,AARTIDRUGS,AARTI DRUGS LTD.,513.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE769A01020,7.0,AARTIIND,AARTI INDUSTRIES LTD,665.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0LRU01027,13868.0,AARTIPHARM,AARTI PHARMALABS LIMITED,606.6,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE09EO01013,19233.0,AARTISURF,AARTI SURFACTANTS LIMITED,694.3,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE09EO04017,12121.0,AARTISURF,AARTI SURFACTANTS LIMITED,,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE273D01019,13771.0,AARVEEDEN,AARVEE DEN. & EXP. LTD,24.21,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE754X01016,19073.0,AARVI,AARVI ENCON LIMITED,141.08,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0OB201016,16961.0,AATMAJ,AATMAJ HEALTHCARE LIMITED,27.35,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE216P01012,5385.0,AAVAS,AAVAS FINANCIERS LIMITED,1907.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE421A01028,7759.0,ABAN,ABAN OFFSHORE LTD.,74.15,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE117A01022,13.0,ABB,ABB INDIA LIMITED,8281.0,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE358A01014,17903.0,ABBOTINDIA,ABBOTT INDIA LIMITED,27559.8,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE674K01013,21614.0,ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,234.22,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE08PH01015,7787.0,ABCOTS,A B COTSPIN INDIA LIMITED,249.0,,,0.05,500.0,EQUITY,,NSE
NSE_EQ|INE860H07IR8,19323.0,ABFL26,SEC RE NCD SR II,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE860H07IU2,19335.0,ABFL28,SEC RE NCD SR IV,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE860H07IX6,22909.0,ABFRESET27,ABFL FBIL LINK2027 SR K3,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE647O01011,30108.0,ABFRL,ADITYA BIRLA FASHION & RT,328.25,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE00YB01017,11022.0,ABINFRA,A B INFRABUILD LIMITED,56.1,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE251C01025,5549.0,ABMINTLLTD,ABM INTERNATIONAL LTD,72.02,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE982R01015,8588.0,ABNINT,A B N INTERCORP LIMITED,,,,0.05,5000.0,EQUITY,,NSE
NSE_EQ|INE404A01024,6018.0,ABSLAMC,ADIT BIRL SUN LIF AMC LTD,639.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF209KB17D5,13987.0,ABSLBANETF,BIRLASLAMC - ABSLBANETF,50.54,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB12A2,4962.0,ABSLFTTIDG,BIRLASLAMC - ABSLFTTIDG,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB13A0,4964.0,ABSLFTTIDN,BIRLASLAMC - ABSLFTTIDN,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB10A6,4969.0,ABSLFTTIRG,BIRLASLAMC - ABSLFTTIRG,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB11A4,4972.0,ABSLFTTIRN,BIRLASLAMC - ABSLFTTIRN,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB16A3,5104.0,ABSLFTTJDG,BIRLASLAMC - ABSLFTTJDG,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB17A1,5105.0,ABSLFTTJDN,BIRLASLAMC - ABSLFTTJDN,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB14A8,5106.0,ABSLFTTJRG,BIRLASLAMC - ABSLFTTJRG,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB15A5,5107.0,ABSLFTTJRN,BIRLASLAMC - ABSLFTTJRN,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB14H3,8676.0,ABSLFTTQDG,BIRLASLAMC - ABSLFTTQDG,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB12H7,8677.0,ABSLFTTQRG,BIRLASLAMC - ABSLFTTQRG,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB13H5,8678.0,ABSLFTTQRN,BIRLASLAMC - ABSLFTTQRN,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB18P7,13228.0,ABSLFTUBDG,BIRLASLAMC - ABSLFTUBDG,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB16P1,13234.0,ABSLFTUBRG,BIRLASLAMC - ABSLFTUBRG,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB17P9,13235.0,ABSLFTUBRN,BIRLASLAMC - ABSLFTUBRN,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB13V6,14794.0,ABSLFTUJDG,BIRLASLAMC - ABSLFTUJDG,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB14V4,14795.0,ABSLFTUJDN,BIRLASLAMC - ABSLFTUJDN,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB11V0,14802.0,ABSLFTUJRG,BIRLASLAMC - ABSLFTUJRG,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB12V8,14804.0,ABSLFTUJRN,BIRLASLAMC - ABSLFTUJRN,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB18T9,14518.0,ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,1000.01,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB16D7,7339.0,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,72.82,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB19Z4,23806.0,ABSLPSE,BIRLASLAMC-ABSLPSE,10.64,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0QRV01016,23783.0,ABSMARINE,ABS MARINE SERVICES LTD,241.4,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE012A01025,22.0,ACC,ACC LIMITED,2624.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE793A01012,7053.0,ACCELYA,ACCELYA SOLN INDIA LTD,1680.6,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0Q5D01013,20488.0,ACCENTMIC,ACCENT MICROCELL LIMITED,289.3,,,0.05,500.0,EQUITY,,NSE
NSE_EQ|INE113X01015,21217.0,ACCORD,ACCORD SYNERGY LIMITED,,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE648Z01023,1465.0,ACCURACY,ACCURACY SHIPPING LIMITED,10.31,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE731H01025,13587.0,ACE,ACTION CONST EQUIP LTD,1447.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE543V01017,11779.0,ACEINTEG,ACE INTEGRATED SOLU. LTD.,34.63,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE128X01021,12024.0,ACI,ARCHEAN CHEMICAL IND LTD,622.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE666E01020,15420.0,ACL,ANDHRA CEMENTS LIMITED,101.19,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE152B01027,13688.0,ACLGATI,ALLCARGO GATI LIMITED,96.02,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0P4T01013,19579.0,ACSAL,ARVIND AND COMPANY,50.8,,,0.05,3000.0,EQUITY,,NSE
NSE_EQ|INE931S01010,10217.0,ADANIENSOL,ADANI ENERGY SOLUTION LTD,1020.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE423A01024,25.0,ADANIENT,ADANI ENTERPRISES LIMITED,3219.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE364U01010,3563.0,ADANIGREEN,ADANI GREEN ENERGY LTD,1827.35,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE742F01042,15083.0,ADANIPORTS,ADANI PORT & SEZ LTD,1393.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE814H01011,17388.0,ADANIPOWER,ADANI POWER LTD,762.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE982B01027,19761.0,ADFFOODS,ADF FOODS LIMITED,222.25,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0CHO01012,245.0,ADL,ARCHIDPLY DECOR LIMITED,94.42,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE045A01017,34.0,ADORWELD,ADOR WELDING LTD,1430.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE737B01033,4953.0,ADROITINFO,ADROIT INFOTECH LIMITED,19.17,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE102I01027,14813.0,ADSL,ALLIED DIGITAL SERV. LTD,148.86,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE199C01026,14745.0,ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,71.69,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE837H01020,18039.0,ADVENZYMES,ADVANCED ENZYME TECH LTD,361.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE208C01025,40.0,AEGISLOG,AEGIS LOGISTICS LIMITED,766.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE024001021,18268.0,AEROFLEX,AEROFLEX INDUSTRIES LTD,143.45,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0BWX01014,9810.0,AETHER,AETHER INDUSTRIES LIMITED,820.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE00WC01027,11343.0,AFFLE,AFFLE (INDIA) LIMITED,1264.7,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE204E01012,3389.0,AGARIND,AGARWAL INDS CORP LTD.,1076.25,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0MLA01012,14267.0,AGARWALFT,AGARWAL FLOAT GLASS I LTD,49.2,,,0.05,3000.0,EQUITY,,NSE
NSE_EQ|INE415A01038,1412.0,AGI,AGI GREENPAC LIMITED,712.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0LF301013,10491.0,AGNI,AGNI GREEN POWER LTD,54.3,,,0.05,2500.0,EQUITY,,NSE
NSE_EQ|INE449G01018,11072.0,AGRITECH,AGRI-TECH (INDIA) LIMITED,192.66,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE740V01019,9046.0,AGROPHOS,AGRO PHOS INDIA LIMITED,45.38,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE583L01014,7927.0,AGSTRA,AGS TRANSACT TECH LTD,79.11,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0O6N01012,15147.0,AGUL,A G UNIVERSAL LIMITED,,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE136T01014,10770.0,AHIMSA,AHIMSA INDUSTRIES LTD.,,,,0.05,6000.0,EQUITY,,NSE
NSE_EQ|INE00ZE01026,13288.0,AHL,ABANS HOLDINGS LIMITED,408.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE00PV01013,2007.0,AHLADA,AHLADA ENGINEERS LIMITED,127.05,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE926K01017,19438.0,AHLEAST,ASIAN HOTELS (EAST) LTD,143.23,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE758C01029,17833.0,AHLUCONT,AHLUWALIA CONT IND LTD,1194.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE212H01026,13086.0,AIAENG,AIA ENGINEERING LIMITED,3825.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE206F01022,23553.0,AIIL,AUTHUM INVEST & INFRA LTD,1085.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0CAJ01017,4654.0,AILIMITED,ABHISHEK INTEGRATIONS LTD,62.65,,,0.05,3000.0,EQUITY,,NSE
NSE_EQ|INE0RUV01018,23987.0,AIMTRON,AIMTRON ELECTRONICS LTD,307.45,,,0.05,800.0,EQUITY,,NSE
NSE_EQ|INE645W01026,9897.0,AIRAN,AIRAN LIMITED,27.46,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE801L01010,6068.0,AIROLAM,AIRO LAM LIMITED,148.46,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|IN9397D01014,6435.0,AIRTELPP,AIRTEL RS. 1.25 PPD UP,1060.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE635Y01015,483.0,AISL,ANI INTEGRATED SERV LTD.,154.0,,,0.05,1200.0,EQUITY,,NSE
NSE_EQ|INE031B01049,8124.0,AJANTPHARM,AJANTA PHARMA LIMITED,2398.0,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE298G01027,17307.0,AJMERA,AJMERA REALTY & INF I LTD,700.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE820Y01021,3403.0,AJOONI,AJOONI BIOTECH LIMITED,5.51,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0PCY01014,21121.0,AKANKSHA,AKANKSHA POWER N INFRA L,99.25,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE737W01013,13510.0,AKASH,AKASH INFRA-PROJECTS LTD,34.04,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE00Y801016,2176.0,AKG,AKG EXIM LIMITED,22.78,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE642Z01026,14890.0,AKI,AKI INDIA LIMITED,25.91,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE256Z01025,9560.0,AKSHAR,AKSHAR SPINTEX LIMITED,2.63,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE542B01011,20178.0,AKSHARCHEM,AKSHARCHEM INDIA LIMITED,269.25,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE523B01011,8595.0,AKSHOPTFBR,AKSH OPTIFIBRE  LTD,8.81,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE133A01011,1467.0,AKZOINDIA,AKZO NOBEL INDIA LIMITED,2798.8,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE914E01040,9921.0,ALANKIT,ALANKIT LIMITED,20.71,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE155C01010,17256.0,ALBERTDAVD,ALBERT DAVID LIMITED,1269.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE426A01027,79.0,ALEMBICLTD,ALEMBIC LIMITED,104.23,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE062D01024,13656.0,ALICON,ALICON CASTALLOY LIMITED,1218.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE773I01017,16959.0,ALKALI,ALKALI METALS LTD,122.73,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE540L01014,11703.0,ALKEM,ALKEM LABORATORIES LTD.,5078.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE150B01039,4487.0,ALKYLAMINE,ALKYL AMINES CHEM. LTD,2009.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE418H01029,13501.0,ALLCARGO,ALLCARGO LOGISTICS LTD,64.86,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0M2X01012,13203.0,ALLETEC,ALL E TECHNOLOGIES LTD,281.9,,,0.05,400.0,EQUITY,,NSE
NSE_EQ|INE835G01018,11798.0,ALLSEC,ALLSEC TECHNOLOGIES LTD,1147.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE326B01027,16719.0,ALMONDZ,ALMONDZ GLOBAL SEC LTD,135.48,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE270A01029,17675.0,ALOKINDS,ALOK INDUSTRIES LIMITED,27.7,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE385I01010,14848.0,ALPA,ALPA LABORATORIES LTD,87.0,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0R4701017,22688.0,ALPEXSOLAR,ALPEX SOLAR LIMITED,731.65,,,0.05,400.0,EQUITY,,NSE
NSE_EQ|INF174KA1IA5,7412.0,ALPHA,KOTAKMAMC - KOTAKALPHA,52.98,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0L6807138,22856.0,ALPHA27,AAFS MARKET LINK2027SR I,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF769K01KU7,19640.0,ALPHAETF,MIRAEAMC - ALPHAETF,26.7,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE137C01018,14597.0,ALPHAGEO,ALPHAGEO (INDIA) LIMITED,389.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF109KC17V7,22344.0,ALPL30IETF,ICICIPRAMC - ICICIALPLV,28.55,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE093B01015,7623.0,ALPSINDUS,ALPS INDUSTRIES LTD.,3.11,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0STM01017,23474.0,ALUWIND,ALUWIND ARCHITECTURAL LTD,54.45,,,0.05,3000.0,EQUITY,,NSE
NSE_EQ|INE00C501018,4083.0,AMBANIORG,AMBANI ORGANICS LIMITED,102.0,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE371P01015,1185.0,AMBER,AMBER ENTERPRISES (I) LTD,4077.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE792B01012,11496.0,AMBICAAGAR,AMBICA AGAR & AROMAINDLTD,25.98,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE540G01014,15234.0,AMBIKCO,AMBIKA COTTON MILL LTD.,1619.25,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE079A01024,1270.0,AMBUJACEM,AMBUJA CEMENTS LTD,668.7,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE005I01014,14398.0,AMDIND,AMD INDUSTRIES LIMITED,67.87,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0KT901015,10898.0,AMEYA,AMEYA PRECISION ENG LTD,82.5,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE0MTP01013,11939.0,AMIABLE,AMIABLE LOGISTICS (I) LTD,,,,0.05,1600.0,EQUITY,,NSE
NSE_EQ|INE00FF01017,5578.0,AMIORG,AMI ORGANICS LIMITED,1326.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE606A01024,2598.0,AMJLAND,AMJ LAND HOLDINGS LIMITED,39.9,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE275D01022,19867.0,AMNPLST,AMINES & PLASTICIZERS LTD,204.57,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE098F01031,17547.0,AMRUTANJAN,AMRUTAJAN HEALTH LTD,753.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE463V01026,7145.0,ANANDRATHI,ANAND RATHI WEALTH LTD,3924.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE242C01024,13620.0,ANANTRAJ,ANANT RAJ LIMITED,420.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE435A01028,166.0,ANDHRAPAP,ANDHRA PAPER LIMITED,530.6,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE715B01021,136.0,ANDHRSUGAR,ANDHRA SUGARS LTD,113.91,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE732I01013,324.0,ANGELONE,ANGEL ONE LIMITED,2635.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE087B01017,16657.0,ANIKINDS,ANIK INDUSTRIES LTD,47.74,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE106I01010,29434.0,ANKITMETAL,ANKIT MET & POW LTD,4.04,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0LR101013,13657.0,ANLON,ANLON TECHNOLOGY SOL LTD,419.25,,,0.05,400.0,EQUITY,,NSE
