instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|INE557B01019,1994.0,LIBERTSHOE,LIBERTY SHOES LTD,382.3,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE115A01026,1997.0,LICHSGFIN,LIC HOUSING FINANCE LTD,715.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0J1Y01017,9480.0,LICI,LIFE INSURA CORP OF INDIA,998.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF397L01554,25640.0,LICMFGOLD,LIC MF - LIC GOLD ETF,6556.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF767K01MV5,6062.0,LICNETFGSC,LICNAMC - LICNMFET,25.49,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF767K01OS7,11319.0,LICNETFN50,LICNAMC - LICNFENGP,253.83,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF767K01OT5,11441.0,LICNETFSEN,LICNAMC - LICNFESGP,840.5,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF767K01PC8,15229.0,LICNFNHGP,LICNAMC - LICNFNHGP,265.75,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF767K01RN1,22722.0,LICNMID100,LICNAMC - LICNMID100,53.73,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE060901027,578.0,LIKHITHA,LIKHITHA INFRASTRUC LTD,437.25,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE802B01019,6951.0,LINC,LINC LIMITED,587.35,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE405C01035,11596.0,LINCOLN,LINCOLN PHARMA LTD,624.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE473A01011,1627.0,LINDEINDIA,LINDE INDIA LIMITED,9199.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF769K01KS1,17572.0,LIQUID,MIRAEAMC - LIQUID,999.99,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF174KA1LV5,13950.0,LIQUID1,KOTAKMAMC - KOTAKLIQ,1000.01,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF740KA1UM0,23407.0,LIQUIDADD,DSPAMC - LIQUIDADD,1014.37,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF732E01037,11006.0,LIQUIDBEES,NIP IND ETF LIQUID BEES,999.99,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF0QA701854,23915.0,LIQUIDBETF,BFAM - LIQUIDBETF,1000.0,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF0R8F01034,21750.0,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,102.65,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF740KA1EU7,1927.0,LIQUIDETF,DSP LIQUID ETF,999.99,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF109KC1KT9,4838.0,LIQUIDIETF,ICICIPRAMC - ICICILIQ,999.99,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF200KA13Z8,19705.0,LIQUIDSBI,SBIAMC - LIQUIDSBI,999.99,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0DTQ01028,11472.0,LLOYDS,LLOYDS LUXURIES LIMITED,114.25,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE093R01011,17801.0,LLOYDSENGG,LLOYDS ENGG WORK LIMITED,67.48,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE281B01032,17313.0,LLOYDSME,LLOYDS METALS N ENERGY L,724.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE670K01029,3220.0,LODHA,MACROTECH DEVELOPERS LTD,1466.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE397H01017,13439.0,LOKESHMACH,LOKESH MACHINES LTD,411.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE846D01012,18235.0,LORDSCHLO,LORDS CHLORO ALKALI LTD,128.54,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE947I01017,16807.0,LOTUSEYE,LOTUS EYE HOSP & INST L,62.23,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE597L01014,22415.0,LOVABLE,LOVABLE LINGERIE LTD,126.88,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF769K01JU9,14786.0,LOWVOL,MIRAEAMC - MANV30F,189.68,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF174KA1IY5,8632.0,LOWVOL1,KOTAKMAMC - KOTAKLOVOL,19.39,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF109KC19U5,21254.0,LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,20.47,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE970D01010,10590.0,LOYALTEX,LOYAL TEXTILE MILLS LTD,553.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE197J01017,16863.0,LPDC,LANDMARK PR.DEV.CO.LTD,9.95,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0H4B01011,14204.0,LRRPL,LEAD REC AND RUB PROD LTD,32.15,,,0.05,3000.0,EQUITY,,NSE
NSE_EQ|INE018A01030,11483.0,LT,LARSEN & TOUBRO LTD.,3630.3,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE498L01015,24948.0,LTF,L&T FINANCE LIMITED,170.62,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE818H01020,13816.0,LTFOODS,LT FOODS LIMITED,246.4,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF204KB1882,17700.0,LTGILTBEES,NIP IND ETF LONGTERM GILT,25.84,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE214T01019,17818.0,LTIM,LTIMINDTREE LIMITED,4951.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE010V01017,18564.0,LTTS,L&T TECHNOLOGY SER. LTD.,4886.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE162B01018,2018.0,LUMAXIND,LUMAX INDUSTRIES LTD,2772.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE872H01027,14014.0,LUMAXTECH,LUMAX AUTO TECH LTD,504.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE326A01037,10440.0,LUPIN,LUPIN LIMITED,1605.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE150G01020,11301.0,LUXIND,LUX INDUSTRIES LIMITED,1471.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE576O01020,2841.0,LXCHEM,LAXMI ORGANIC INDUS LTD,253.69,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE933A01014,2028.0,LYKALABS,LYKA LABS LTD,109.23,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE142K01011,31468.0,LYPSAGEMS,LYPSA GEMS & JEWEL LTD,5.66,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE101A01026,2031.0,M&M,MAHINDRA & MAHINDRA LTD,2787.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE774D01024,13285.0,M&MFIN,M&M FIN. SERVICES LTD,290.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE774D08MG3,20050.0,M&MFIN,UNSECURED NCD,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE215I01027,15017.0,MAANALU,MAAN ALUMINIUM LIMITED,140.95,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE155Z01011,22349.0,MACPOWER,MACPOWER CNC MACHINES LTD,1483.6,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE925C01016,15155.0,MADHAV,MADHAV MARBLE & GRANITE,43.03,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0JR301013,8259.0,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,152.0,,,0.05,400.0,EQUITY,,NSE
NSE_EQ|INE378D01032,13668.0,MADHUCON,MADHUCON PROJECTS LTD.,11.04,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0P6701019,18728.0,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,138.05,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE414A01015,4911.0,MADRASFERT,MADRAS FERTILISERS LTD,100.92,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF769K01HF4,3507.0,MAFANG,MIRAEAMC - MAFANG,94.96,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE347W01011,21392.0,MAGADSUGAR,MAGADH SUGAR & ENERGY LTD,700.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE387I01016,14957.0,MAGNUM,MAGNUM VENTURES LTD.,52.26,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0O1S01012,17088.0,MAGSON,MAGSON RETAIL AND DIST L,92.9,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE457A01014,11377.0,MAHABANK,BANK OF MAHARASHTRA,67.27,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE843B01013,5239.0,MAHAPEXLTD,MAHA RASHTRA APEX COPR. L,176.48,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE451L01014,17527.0,MAHASTEEL,MAHAMAYA STEEL INDS LTD,100.2,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE215D01010,17603.0,MAHEPC,MAHINDRA EPC IRRIG LTD,166.48,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE263W01010,9576.0,MAHESHWARI,MAHESHWARI LOGISTICS LTD.,64.39,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE961Y01015,2839.0,MAHICKRA,MAHICKRA CHEMICAL LIMITED,111.0,,,0.05,750.0,EQUITY,,NSE
NSE_EQ|INF769K01HS7,7074.0,MAHKTECH,MIRAEAMC - MAHKTECH,14.29,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE813A01018,8050.0,MAHLIFE,MAHINDRA LIFESPACE DEVLTD,612.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE766P01016,385.0,MAHLOG,MAHINDRA LOGISTIC LIMITED,465.0,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE288A01013,2085.0,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD,7813.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE271B01025,2088.0,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,688.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE683C01011,24538.0,MAITHANALL,MAITHAN ALLOYS LTD,1205.3,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0PLQ01011,19809.0,MAITREYA,MAITREYA MEDICARE LIMITED,133.05,,,0.05,800.0,EQUITY,,NSE
NSE_EQ|INF769K01IB1,7979.0,MAKEINDIA,MIRAEAMC - MAMFGETF,145.25,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0CDK01019,11218.0,MAKS,MAKS ENERGY SOL INDIA LTD,54.45,,,0.05,1500.0,EQUITY,,NSE
NSE_EQ|INE00C401011,19134.0,MAL,MANGALAM ALLOYS LIMITED,40.15,,,0.05,1600.0,EQUITY,,NSE
NSE_EQ|INE389C01015,7965.0,MALLCOM,MALLCOM (INDIA) LIMITED,1051.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE383H01017,13355.0,MALUPAPER,MALU PAPER MILLS LIMITED,35.8,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE859Q01017,7420.0,MANAKALUCO,MANAK ALUMINIUM CO. LTD.,29.23,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE830Q01018,7417.0,MANAKCOAT,MAN COAT METAL & IND LTD,71.4,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE015D01022,15199.0,MANAKSIA,MANAKSIA LTD.,100.38,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE824Q01011,7482.0,MANAKSTEEL,MANAKSIA STEELS LTD,55.23,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE201A01024,13796.0,MANALIPETC,MANALI PETROCHEMICALS LT,88.25,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE522D01027,19061.0,MANAPPURAM,MANAPPURAM FINANCE LTD,184.69,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE104Y01012,21697.0,MANAV,MANAV INFRA PROJECTS LTD,,,,0.05,4000.0,EQUITY,,NSE
NSE_EQ|INE0R3T01013,23779.0,MANDEEP,MANDEEP AUTO INDUSTRIES L,53.05,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE584F01014,11817.0,MANGALAM,MANGALAM DRUG & CHEM LTD,106.96,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE558B01017,15007.0,MANGCHEFER,MANG.CHEM.FERT.LTD,118.41,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE347A01017,2106.0,MANGLMCEM,MANGALAM CEMENT LTD,885.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE993A01026,11884.0,MANINDS,MAN INDUSTRIES (I) LTD.,384.25,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE949H01023,18226.0,MANINFRA,MAN INFRA LTD,202.01,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE634S01028,15380.0,MANKIND,MANKIND PHARMA LIMITED,2225.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE784W01015,13753.0,MANOMAY,MANOMAY TEX INDIA LTD,182.66,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE00VM01036,10230.0,MANORAMA,MANORAMA INDUSTRIES LTD,658.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE370D01013,6428.0,MANORG,MANGALAM ORGANICS LIMITED,357.25,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE867A01022,13572.0,MANUGRAPH,MANUGRAPH INDIA LIMITED,21.15,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE825V01034,8167.0,MANYAVAR,VEDANT FASHIONS LIMITED,1126.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0BV301023,7227.0,MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,1979.8,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE882A01013,2112.0,MARALOVER,MARAL OVERSEAS LTD,70.25,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE182D01020,18659.0,MARATHON,MARATHON NXTGEN REALT LTD,454.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0QP001012,18773.0,MARCO,MARCO CABLE & CONDUCTOR L,44.4,,,0.05,3000.0,EQUITY,,NSE
NSE_EQ|INE196A01026,4067.0,MARICO,MARICO LIMITED,629.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE01JE01028,1328.0,MARINE,MARINE ELECTRICAL (I) LTD,132.17,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0P1P01017,20410.0,MARINETRAN,MARINETRANS INDIA LIMITED,28.0,,,0.05,4000.0,EQUITY,,NSE
NSE_EQ|INE750C01026,10579.0,MARKSANS,MARKSANS PHARMA LIMITED,156.6,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE00SZ01018,6764.0,MARSHALL,MARSHALL MACHINES LTD,29.14,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE585B01010,10999.0,MARUTI,MARUTI SUZUKI INDIA LTD.,12849.35,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE348L01012,199.0,MASFIN,MAS FINANCIAL SERV LTD,302.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE885F01015,18727.0,MASKINVEST,MASK INVESTMENTS LIMITED,73.99,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF769K01HP3,5782.0,MASPTOP50,MIRAEAMC - MASPTOP50,43.93,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE759A01021,2124.0,MASTEK,MASTEK LTD,2757.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0OJM01017,19011.0,MASTER,MASTER COMPONENTS LIMITED,280.0,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE866R01028,21726.0,MATRIMONY,MATRIMONY.COM LIMITED,610.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE636A01039,17022.0,MAWANASUG,MAWANA SUGARS LIMITED,108.09,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE03EI01018,19646.0,MAXESTATES,MAX ESTATES LIMITED,407.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE027H01010,22377.0,MAXHEALTH,MAX HEALTHCARE INS LTD,870.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0CG601016,22428.0,MAXIND,MAX INDIA LIMITED,288.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0ECC01022,21691.0,MAXPOSURE,MAXPOSURE LIMITED,89.1,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE040D01038,28906.0,MAYURUNIQ,MAYUR UNIQUOTERS LTD,608.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE885E01034,18866.0,MAZDA,MAZDA LIMITED,1408.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE249Z01012,509.0,MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,3199.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE900L01010,12686.0,MBAPL,MADHYA BHARAT AGRO P. LTD,227.58,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE748A01016,13687.0,MBECL,MCNALLY BH. ENG. CO.LTD,4.48,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE912H01013,18029.0,MBLINFRA,MBL INFRASTRUCTURE LTD,55.56,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE813V01022,22360.0,MCL,MADHAV COPPER LIMITED,37.94,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE942G01012,11943.0,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,24.76,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0O4M01019,14574.0,MCON,MCON RASAYAN INDIA LTD,151.0,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE745G01035,31181.0,MCX,MULTI COMMODITY EXCHANGE,3793.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE575Z01010,2132.0,MDL,MARVEL DECOR LIMITED,107.0,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE474Q01031,11956.0,MEDANTA,GLOBAL HEALTH LIMITED,1243.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE456Z01021,21705.0,MEDIASSIST,MEDI ASSIST HEALTH SER L,564.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE646B01010,6278.0,MEDICAMEQ,MEDICAMEN BIOTECH LIMITED,479.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE630Y01024,9673.0,MEDICO,MEDICO REMEDIES LIMITED,40.0,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE804L01022,7254.0,MEDPLUS,MEDPLUS HEALTH SERV LTD,699.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0G1D01014,10971.0,MEGAFLEX,MEGA FLEX PLASTICS LTD,35.0,,,0.05,3000.0,EQUITY,,NSE
NSE_EQ|INE933B01012,14793.0,MEGASOFT,MEGASOFT LTD,67.5,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE00EM01016,8153.0,MEGASTAR,MEGASTAR FOODS LIMITED,259.35,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE531R01010,22560.0,MEGATHERM,MEGATHERM INDUCTION LTD,323.75,,,0.05,400.0,EQUITY,,NSE
NSE_EQ|INE071D01033,6961.0,MENONBE,MENON BEARINGS LIMITED,126.34,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE776I01010,8779.0,MEP,MEP INFRA. DEVELOPERS LTD,8.25,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE317I01021,7242.0,METROBRAND,METRO BRANDS LIMITED,1124.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE112L01020,9581.0,METROPOLIS,METROPOLIS HEALTHCARE LTD,1950.7,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE180A01020,2142.0,MFSL,MAX FINANCIAL SERV LTD,964.7,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0APB01024,1593.0,MGEL,MANGALAM GLOBAL ENT LTD,20.89,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE002S01010,17534.0,MGL,MAHANAGAR GAS LTD.,1445.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE450S01011,1426.0,MHHL,MOHINI HEALTH&HYGIENE LTD,56.3,,,0.05,1500.0,EQUITY,,NSE
NSE_EQ|INE112D01035,7886.0,MHLXMIRU,MAHALAXMI RUBTECH LIMITED,215.4,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE998I01010,17333.0,MHRIL,MAHINDRA HOLIDAYS LTD,422.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE287C01037,7169.0,MICEL,MIC ELECTRONICS LTD,52.5,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0PZK01014,19887.0,MICROPRO,MICROPRO SOFTWARE SOL L,45.95,,,0.05,1600.0,EQUITY,,NSE
NSE_EQ|INF204KB1V68,8506.0,MID150BEES,NIP IND ETF MIDCAP 150,208.67,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF174KA1IB3,8077.0,MIDCAP,KOTAKMAMC - KOTAKMID50,154.32,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF769K01IC9,8413.0,MIDCAPETF,MIRAEAMC - MAM150ETF,20.53,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF109KC11W8,17152.0,MIDCAPIETF,ICICIPRAMC - ICICIM150,20.86,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE099Z01011,2463.0,MIDHANI,MISHRA DHATU NIGAM LTD,434.7,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF740KA1QL0,7456.0,MIDQ50ADD,DSPAMC - DSPQ50ETF,243.83,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF109KC10W0,17702.0,MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,16.81,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF769K01LJ8,23855.0,MIDSMALL,MIRAEAMC - MIDSMALL,51.13,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE376Y01016,159.0,MILTON,MILTON INDUSTRIES LIMITED,32.15,,,0.05,4400.0,EQUITY,,NSE
NSE_EQ|INE842C01021,25897.0,MINDACORP,MINDA CORPORATION LTD,443.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE00RQ01019,8908.0,MINDPOOL,MINDPOOL TECHNOLOGIES LTD,,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE0CCU25019,22308.0,MINDSPACE,MINDSPACE BUSINESS P REIT,341.13,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE110B01017,18049.0,MINDTECK,MINDTECK (INDIA) LIMITED,286.35,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE831A01028,2202.0,MIRCELECTR,MIRC ELECTRONICS LTD,22.05,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE771A01026,4394.0,MIRZAINT,MIRZA INTERNATIONAL LIMIT,44.66,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE828O01033,8469.0,MITCON,MITCON CON & ENG SER LTD,146.1,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE997Y01027,18562.0,MITTAL,MITTAL LIFE STYLE LIMITED,2.35,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE964W01021,16738.0,MKPL,M K PROTEINS LIMITED,11.79,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE227C01017,13844.0,MMFL,MM FORGINGS LTD,1221.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE511Y01018,16395.0,MMP,MMP INDUSTRIES LIMITED,275.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE123F01029,17957.0,MMTC,MMTC LIMITED,77.97,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF174KA1JF2,10676.0,MNC,KOTAKMAMC - KOTAKMNC,30.48,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE832A01018,6934.0,MODIRUBBER,MODI RUBBER LTD,94.78,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE737D01021,3325.0,MODISONLTD,MODISON LIMITED,125.87,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE794W01014,10370.0,MODTHREAD,MODERN THREADS INDIA LTD,53.79,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF247L01AK4,1507.0,MOGSEC,MOTILALAMC - G5,55.55,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF247L01BB1,10508.0,MOHEALTH,MOTILALAMC - MOHEALTH,36.9,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE954E01012,29423.0,MOHITIND,MOHIT INDUSTRIES LTD,23.01,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE490G01020,20830.0,MOIL,MOIL LIMITED,527.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE514Y01020,3595.0,MOKSH,MOKSH ORNAMENTS LIMITED,14.3,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0CT101020,5394.0,MOL,MEGHMANI ORGANICS LIMITED,82.72,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE835B01035,17625.0,MOLDTECH,MOLD-TEK TECHNOLOGIES LTD,260.26,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE893J01029,6713.0,MOLDTKPAC,MOLD-TEK PACKAGING LTD,800.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF247L01BL0,8654.0,MOLOWVOL,MOTILALAMC - MOLOWVOL,37.05,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF247L01023,21423.0,MOM100,MOTILAL OS MIDCAP100 ETF,57.92,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF109KC17C7,10585.0,MOM30IETF,ICICIPRAMC - ICICIMOM30,36.07,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF247L01536,19289.0,MOM50,MOTILAL OSWAL M50 ETF,239.02,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF209KB14K7,10693.0,MOMENTUM,BIRLASLAMC - MOMENTUM,35.82,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF247L01BK2,8182.0,MOMOMENTUM,MOTILALAMC - MOMOMENTUM,71.66,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF247L01AP3,22739.0,MON100,MOTILAL OS NASDAQ100 ETF,156.13,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE903D01011,7679.0,MONARCH,MONARCH NETWORTH CAP LTD,548.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF247L01BU1,19237.0,MONIFTY500,MOTILALAMC - MONIFTY500,22.02,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0OIP01012,18392.0,MONOPHARMA,MONO PHARMACARE LIMITED,,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INF247L01AU3,7422.0,MONQ50,MOTILALAMC - MONQ50,64.93,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE950M01013,5938.0,MONTECARLO,MONTE CARLO FASHIONS LTD.,591.7,,,0.05,1.0,EQUITY,,NSE
